bat_id,Attack_swot,Defend_swot,Leave_swot,Gentle Shot_swot,Back Foot_swot,Front Foot_swot,Wide Off Stump_swot,Outside Off Stump_swot,Stumps_swot,Down Leg Stump_swot,Wide Down Leg Stump_swot,Yorker_swot,Full Toss_swot,Full Length_swot,Good Length_swot,Short of Length_swot,Over Pitched_swot,Fine Leg Region_swot,Square Leg Region_swot,Wid-Wicket Region_swot,Long On Region_swot,Long Off Region_swot,Cover Region_swot,Point Region_swot,Third-man Region_swot
1978,-0.0976273,0.40875,1,-0.342564,0.170998,-0.056882,0,0.587494,0.114775,0.547518,-0.3,0.688986,0.74907,0.15974,-0.0753783,0.706663,-0.0489019,-0.330465,0.0508342,0.719338,-0.257668,0.404648,0.25793,-0.109665,0.298563
1980,0.0168181,-0.079428,-0.550014,0.117257,0.122889,-0.700006,0.3,0.796995,-0.169368,0.131384,0.3,-0.3,-0.089511,-0.419562,-0.220253,0.621312,0.090597,0.0621552,-0.471078,-0.0773039,-0.178657,-0.589813,0.18591,0.0915183,0.530424
1981,0.175227,1,-0.7432,-0.896852,-0.0693335,0.3,0,-0.682942,0.156852,-0.3,-1,-0.3,-0.112899,-0.124867,-0.816426,-0.259678,0.0295662,-0.106851,-0.387187,0.0516254,0.0943635,-0.652341,-0.0494717,0.00317788,-0.156669
1993,0.0333778,-0.249829,0.0208031,0.764649,0.738559,-0.644759,0.3,0.235285,0.29091,-0.278996,-0.3,0.50201,0.0874019,0.189447,-0.109116,0.0468389,-0.0377096,0.706,0.677429,0.380548,0.676967,0.357537,0.731073,0.145859,-0.261076
2019,0.699846,-0.520438,0.692248,-0.506565,-0.395542,0.206275,-0.116667,-0.138327,0.0780866,-0.0622548,-0.3,0.349756,-0.224013,-0.11274,0.694075,-0.119896,-0.0175147,-0.396719,0.0583686,0.454685,-0.163627,-0.420276,-0.317247,0.0824146,0.22268
2023,0.709275,0.400297,-0.3954,0.620538,-0.456576,-0.00169009,-0.3,-0.0941761,-0.256065,-0.115921,-0.3,0.793491,0.0428608,-0.0273595,-0.390752,-0.287535,-0.045027,-0.0404555,-0.132957,0.68609,0.26471,-0.172626,0.441184,0.00853734,-0.358697
2025,-0.393621,0.811953,0.850164,0.30424,0.0429115,0.277434,0.3,-0.048532,0.21439,0.556184,-0.3,0.0550364,0.767273,-0.0280941,0.603168,0.597771,-0.464654,0.55724,0.324357,0.00215162,0.282437,-0.222716,0.653664,-0.130629,0.711194
2029,-0.695973,-0.585262,-0.647175,0.828272,0.0954282,-0.253975,-1,-0.198985,-0.357073,-0.0603422,-0.3,-0.349615,-0.174808,-0.0967319,-0.377546,-0.347102,-0.0558769,-6.12404E-05,-0.0632593,-0.19307,0.0368752,-0.267291,-0.388141,-0.45436,-0.183223
2076,-0.456561,0.548852,0.392851,-0.05657,-0.117895,0.0495707,-0.153333,-0.315499,0.226856,-0.0926038,-0.3,-0.00769231,0.0207452,-0.182173,-0.539393,0.743928,-0.0314646,0.0353616,0.628766,-0.0295181,0.147224,0.280194,-0.141429,-0.206449,0.435495
2077,-0.736194,-0.715114,-1,-0.804143,-0.184667,-0.198745,0,-0.364668,-0.36487,-0.240086,0,-0.479321,-0.0380581,-0.249764,-0.72861,-0.656473,-0.226763,0.3,-0.572188,-0.6098,-0.436113,-0.203199,-0.499159,-0.808785,-0.035485
2087,0.143983,0.841317,0.163382,0.746317,0.757161,-0.083646,0.3,0.0371372,0.420632,-0.160962,-0.3,0.274576,-0.505855,-0.0435966,0.675654,0.206667,0.0167923,0.00826944,-0.176549,-0.151183,-0.0354693,0.725649,-0.0924783,0.34958,0.708237
2091,-0.144375,0.849605,0.369163,-0.00922131,-0.17025,-0.243747,-0.3,-0.354306,-0.0727456,0.234692,-0.3,-0.135577,0.0118356,0.732188,-0.201365,0.295312,-0.0192584,-0.163341,0.186691,-0.50681,-0.344854,0.385976,0.0548574,-0.197417,0.682492
2102,0.502402,1,-0.0790712,-0.0793059,-0.0086077,-0.422699,0,-0.145143,0.510843,-0.153361,0,-0.287611,0.655752,0.159299,-0.0916916,-0.105583,0.139422,0.0386151,-0.121067,0.0468425,0.752997,0.740868,0.0140201,-0.441451,-0.351561
2122,0.172384,0.0613032,-0.142338,0.388288,-0.0437039,-0.660411,-0.3,-0.0340512,0.542186,-0.126676,-0.3,0.340345,-0.526772,-0.0997054,0.628794,0.438243,-0.00705227,0.0212159,0.256594,-0.120109,-0.160337,0.249306,0.0351867,0.36568,0.690448
2127,0.0977861,0.0970462,-0.480062,0.729823,0.170793,0.801528,-0.130769,0.412321,0.281685,0.632605,0.3,0.129204,-0.174808,0.676158,0.335376,0.427732,-0.226582,0.157472,0.133503,0.298646,0.0408418,0.699878,0.641752,0.655902,0.187926
2140,0.713134,-0.08384,-0.321704,-0.229754,-0.284608,0.113286,-0.025,0.702186,-0.156461,0.423124,-0.3,-0.267781,0.593386,0.589944,-0.368613,-0.134166,-0.0183195,-0.0312393,-0.317513,0.00633371,0.242717,0.129629,0.0592337,0.064055,0.723296
2159,0.271582,-0.117246,0.893601,0.483991,0.0340687,-0.3,0,0.89721,-0.157186,-0.0794059,0,-0.814176,-0.089511,0.763239,0.0556243,-0.049901,0.285895,0.169077,0.0932803,-0.0468154,0.216997,-0.524355,0.800331,-0.362699,-0.417716
2165,-0.146199,0.36099,0.658264,0.739241,-0.104769,-0.0709709,-0.153333,0.656299,0.262454,-0.19263,-0.3,0.804734,-0.368689,0.184652,0.367937,0.387061,-0.496151,-0.399628,0.595638,0.186813,0.662362,-0.067804,0.277149,0.725742,0.705975
2177,-0.469957,0.830022,-0.130765,-0.389476,-0.0329125,-0.0974901,-0.3,-0.277321,-0.393874,-0.376763,-0.3,-0.156594,-0.293923,-0.450871,0.62182,-0.151435,-0.0884266,0.121844,-0.462542,0.756192,-0.511952,-0.419592,-0.261344,-0.4928,0.202732
2189,-0.919608,0.168445,0.807621,-0.468733,-0.174182,-0.3,0,-0.0120566,0.00070206,0.00813146,-0.3,-0.0807692,-0.0505315,0.283716,0.0907103,-0.27451,0.0661847,0.3,-0.0108336,-0.145527,-0.0168672,-0.0553175,-0.398706,-0.758175,0.0670113
2204,0.238328,0.0781867,-0.00383949,-0.477467,0.00755528,-0.3,0,0.778202,0.179255,0.23923,-0.3,0.448831,0.058611,0.778807,-0.013816,-0.0311517,0.285895,-0.557959,-0.496781,0.323488,0.336087,-0.452713,0.166928,0.0548163,0.662274
2209,0.599252,-0.737439,-0.264279,0.811003,-0.0308891,-0.074989,0.0666667,0.307711,0.715594,-0.00342346,0,-0.190385,0.0929129,0.230933,0.811432,0.281532,0.0557222,-0.460072,-0.152457,0.902322,0.677981,-0.0394173,-0.15199,0.39353,0.740091
